name,category,school,1) Behjälplig,2) Obehjälplig,3) Oanvänd,subject,block
"Kommunikation när du samarbetar",Samarbeta,Nacka,19,29,4,Engelska,Arton
"Kommunikation när du samarbetar",Samarbeta,Norrköping,21,22,9,Engelska,Trettiotvå
"Kommunikation när du samarbetar",Samarbeta,Nyköping,18,30,26,Tyska,Fyrtio
"Kommunikation när du samarbetar",Samarbeta,Saltsjöbaden,8,22,5,Spanska,Tio
"Kommunikation när du samarbetar",Samarbeta,Spånga,29,15,23,Matematik,Tio
"Kommunikation när du samarbetar",Samarbeta,Trelleborg,20,28,14,Matematik,Elva
"Kommunikation när du samarbetar",Samarbeta,Tumba,2,24,19,Franska,Fyrtiofem
"Kommunikation när du samarbetar",Samarbeta,Tyresö,20,22,12,Matematik,Femton
"Kommunikation när du samarbetar",Samarbeta,Täby,2,21,7,Spanska,Tretton
"Kommunikation när du samarbetar",Samarbeta,Uppsala,30,1,3,Svenska,Nitton
"Kommunikation när du samarbetar",Samarbeta,Uppsala Norra,6,17,9,Engelska,Elva
"Kommunikation när du samarbetar",Samarbeta,Varberg,19,24,14,Engelska,Trettiofem
"Att diskutera i grupp",Samarbeta,Borlänge,11,25,8,Franska,Sjutton
"Att diskutera i grupp",Samarbeta,Borås,22,23,28,Franska,Tjugoett
"Att diskutera i grupp",Samarbeta,Enköping,1,13,11,Matematik,Trettiosju
"Att diskutera i grupp",Samarbeta,Enskede,1,10,12,Engelska,Trettioåtta
"Att diskutera i grupp",Samarbeta,Fruängen,30,6,11,Matematik,Tjugofyra
"Att diskutera i grupp",Samarbeta,Gävle,21,15,6,Spanska,Trettioett
"Att diskutera i grupp",Samarbeta,Helsingborg,22,10,28,Tyska,Tjugosex
"Att diskutera i grupp",Samarbeta,Jönköping,28,26,1,Franska,Tjugoett
"Att diskutera i grupp",Samarbeta,Katrineholm,26,12,24,Franska,Fyrtio
"Att diskutera i grupp",Samarbeta,Krokslätt,6,23,11,Svenska,Ett
"Att diskutera i grupp",Samarbeta,Landskrona,10,24,30,Franska,Trettiosex
"Att diskutera i grupp",Samarbeta,Linköping,15,27,23,Engelska,Trettiosex
"Att diskutera i grupp",Samarbeta,Lund,24,18,8,Franska,Trettiofyra
"Att diskutera i grupp",Samarbeta,Nacka,3,15,30,Spanska,Trettioåtta
"Att diskutera i grupp",Samarbeta,Norrköping,9,26,29,Franska,Trettiosju
"Att diskutera i grupp",Samarbeta,Nyköping,12,9,20,Engelska,Trettiotvå
"Att diskutera i grupp",Samarbeta,Saltsjöbaden,6,20,26,Tyska,Elva
"Att diskutera i grupp",Samarbeta,Spånga,4,6,16,Franska,Trettiofyra
"Att diskutera i grupp",Samarbeta,Trelleborg,23,1,13,Svenska,Tjugofyra
"Att diskutera i grupp",Samarbeta,Tumba,15,13,23,Tyska,Elva
"Att diskutera i grupp",Samarbeta,Tyresö,11,15,2,Matematik,Trettiofyra
"Att diskutera i grupp",Samarbeta,Täby,20,12,25,Engelska,Fyra
"Att diskutera i grupp",Samarbeta,Uppsala,14,19,3,Spanska,Fyrtiofyra
"Att diskutera i grupp",Samarbeta,Uppsala Norra,28,22,1,Tyska,Fem
"Att diskutera i grupp",Samarbeta,Varberg,24,28,14,Matematik,Trettioett
"Skapa överblick",Planera ditt lärande,Borlänge,13,6,18,Matematik,Tio
"Skapa överblick",Planera ditt lärande,Borås,18,17,2,Matematik,Tjugoett
"Skapa överblick",Planera ditt lärande,Enköping,14,12,10,Engelska,Nio
"Skapa överblick",Planera ditt lärande,Enskede,20,12,21,Tyska,Elva
"Skapa överblick",Planera ditt lärande,Fruängen,18,10,22,Matematik,Fyrtiotre
"Skapa överblick",Planera ditt lärande,Gävle,7,25,29,Matematik,Fyrtiotre
"Skapa överblick",Planera ditt lärande,Helsingborg,11,19,10,Tyska,Trettiofem
"Skapa överblick",Planera ditt lärande,Jönköping,18,16,8,Engelska,Trettiosju
"Skapa överblick",Planera ditt lärande,Katrineholm,25,6,18,Spanska,Fyrtio
"Skapa överblick",Planera ditt lärande,Krokslätt,30,24,12,Franska,Fem
"Skapa överblick",Planera ditt lärande,Landskrona,26,25,21,Spanska,Tjugosju
"Skapa överblick",Planera ditt lärande,Linköping,15,29,8,Engelska,Tolv
"Skapa överblick",Planera ditt lärande,Lund,21,17,23,Matematik,Nio
"Skapa överblick",Planera ditt lärande,Nacka,7,11,28,Matematik,Tio
"Skapa överblick",Planera ditt lärande,Norrköping,1,21,18,Franska,Tjugofem
"Skapa överblick",Planera ditt lärande,Nyköping,25,8,19,Franska,Tio
"Skapa överblick",Planera ditt lärande,Saltsjöbaden,14,13,10,Engelska,Trettio
"Skapa överblick",Planera ditt lärande,Spånga,15,19,10,Franska,Sexton
"Skapa överblick",Planera ditt lärande,Trelleborg,1,18,27,Franska,Trettiofem
"Skapa överblick",Planera ditt lärande,Tumba,9,3,17,Svenska,Fyrtiofyra
"Skapa överblick",Planera ditt lärande,Tyresö,6,7,27,Matematik,Ett
"Skapa överblick",Planera ditt lärande,Täby,24,30,9,Tyska,Åtta
"Skapa överblick",Planera ditt lärande,Uppsala,13,28,23,Spanska,Elva
"Skapa överblick",Planera ditt lärande,Uppsala Norra,28,29,9,Matematik,Trettioniio
"Skapa överblick",Planera ditt lärande,Varberg,9,14,30,Spanska,Ett
"Sätta mål - hur du förbereder dig",Planera ditt lärande,Borlänge,9,21,13,Engelska,Fjorton
"Sätta mål - hur du förbereder dig",Planera ditt lärande,Borås,4,7,22,Engelska,Tjugotvå
"Sätta mål - hur du förbereder dig",Planera ditt lärande,Enköping,22,27,25,Franska,Nio
"Sätta mål - hur du förbereder dig",Planera ditt lärande,Enskede,19,28,29,Matematik,Åtta
"Sätta mål - hur du förbereder dig",Planera ditt lärande,Fruängen,30,14,4,Spanska,Tolv
"Sätta mål - hur du förbereder dig",Planera ditt lärande,Gävle,13,1,25,Engelska,Trettiofyra
"Sätta mål - hur du förbereder dig",Planera ditt lärande,Helsingborg,18,12,4,Tyska,Fyrtiofyra
"Sätta mål - hur du förbereder dig",Planera ditt lärande,Jönköping,9,27,24,Spanska,Tio
"Sätta mål - hur du förbereder dig",Planera ditt lärande,Katrineholm,1,29,30,Matematik,Trettioett
"Sätta mål - hur du förbereder dig",Planera ditt lärande,Krokslätt,23,21,9,Tyska,Fyrtioett
"Sätta mål - hur du förbereder dig",Planera ditt lärande,Landskrona,11,21,16,Engelska,Trettiotvå
"Sätta mål - hur du förbereder dig",Planera ditt lärande,Linköping,22,9,5,Tyska,Trettiosex
"Sätta mål - hur du förbereder dig",Planera ditt lärande,Lund,25,12,22,Matematik,Elva
"Sätta mål - hur du förbereder dig",Planera ditt lärande,Nacka,8,7,14,Matematik,Elva
"Sätta mål - hur du förbereder dig",Planera ditt lärande,Norrköping,16,28,9,Svenska,Trettiosex
"Sätta mål - hur du förbereder dig",Planera ditt lärande,Nyköping,22,16,1,Svenska,Trettio
"Sätta mål - hur du förbereder dig",Planera ditt lärande,Saltsjöbaden,26,3,29,Engelska,Trettioett
"Sätta mål - hur du förbereder dig",Planera ditt lärande,Spånga,29,27,8,Svenska,Tolv
"Sätta mål - hur du förbereder dig",Planera ditt lärande,Trelleborg,10,20,11,Matematik,Trettiosju
"Sätta mål - hur du förbereder dig",Planera ditt lärande,Tumba,1,26,17,Engelska,Nitton
"Sätta mål - hur du förbereder dig",Planera ditt lärande,Tyresö,18,27,26,Matematik,Åtta
"Sätta mål - hur du förbereder dig",Planera ditt lärande,Täby,16,9,13,Spanska,Trettiofyra
"Sätta mål - hur du förbereder dig",Planera ditt lärande,Uppsala,2,13,17,Engelska,Tjugotre
"Sätta mål - hur du förbereder dig",Planera ditt lärande,Uppsala Norra,14,3,7,Svenska,Sjutton
"Sätta mål - hur du förbereder dig",Planera ditt lärande,Varberg,5,15,9,Spanska,Tjugonio
"TUR-mål",Planera ditt lärande,Borlänge,24,18,6,Franska,Trettiofyra
"TUR-mål",Planera ditt lärande,Borås,3,22,11,Spanska,Fyra
"TUR-mål",Planera ditt lärande,Enköping,8,24,13,Tyska,Åtta
"TUR-mål",Planera ditt lärande,Enskede,19,10,11,Engelska,Två
"TUR-mål",Planera ditt lärande,Fruängen,13,16,18,Engelska,Tjugofyra
"TUR-mål",Planera ditt lärande,Gävle,30,11,26,Franska,Tjugosju
"TUR-mål",Planera ditt lärande,Helsingborg,9,17,7,Matematik,Trettioett
"TUR-mål",Planera ditt lärande,Jönköping,11,15,8,Engelska,Femton
"TUR-mål",Planera ditt lärande,Katrineholm,13,24,25,Franska,Nio
"TUR-mål",Planera ditt lärande,Krokslätt,12,4,22,Matematik,Sjutton
"TUR-mål",Planera ditt lärande,Landskrona,15,24,23,Tyska,Fyrtio
"TUR-mål",Planera ditt lärande,Linköping,27,19,15,Matematik,Trettioniio
"TUR-mål",Planera ditt lärande,Lund,25,23,22,Matematik,Fyra
"TUR-mål",Planera ditt lärande,Nacka,13,7,21,Tyska,Trettioåtta
"TUR-mål",Planera ditt lärande,Norrköping,26,11,5,Svenska,Tjugoåtta
"TUR-mål",Planera ditt lärande,Nyköping,2,8,7,Svenska,Trettiotre
"TUR-mål",Planera ditt lärande,Saltsjöbaden,22,9,29,Franska,Fyrtiotre
"TUR-mål",Planera ditt lärande,Spånga,1,19,14,Engelska,Trettioett
"TUR-mål",Planera ditt lärande,Trelleborg,15,29,23,Matematik,Sju
"TUR-mål",Planera ditt lärande,Tumba,4,1,23,Matematik,Tretton
"TUR-mål",Planera ditt lärande,Tyresö,8,22,1,Svenska,Tjugoett
"TUR-mål",Planera ditt lärande,Täby,23,10,20,Tyska,Sexton
"TUR-mål",Planera ditt lärande,Uppsala,19,26,18,Engelska,Två
"TUR-mål",Planera ditt lärande,Uppsala Norra,13,26,9,Svenska,Trettio
"TUR-mål",Planera ditt lärande,Varberg,18,19,16,Engelska,Fyrtiotvå
"Strategier för att komma igång",Planera ditt lärande,Borlänge,12,25,6,Spanska,Sjutton
"Strategier för att komma igång",Planera ditt lärande,Borås,29,7,2,Spanska,Tjugotre
"Strategier för att komma igång",Planera ditt lärande,Enköping,29,11,24,Spanska,Trettiosju
"Strategier för att komma igång",Planera ditt lärande,Enskede,1,4,23,Svenska,Tjugonio
"Strategier för att komma igång",Planera ditt lärande,Fruängen,6,17,30,Franska,Fyrtioett
"Strategier för att komma igång",Planera ditt lärande,Gävle,20,26,3,Spanska,Tjugo
"Strategier för att komma igång",Planera ditt lärande,Helsingborg,21,3,5,Svenska,Nitton
"Strategier för att komma igång",Planera ditt lärande,Jönköping,26,28,3,Svenska,Fyrtioett
"Strategier för att komma igång",Planera ditt lärande,Katrineholm,10,16,26,Matematik,Trettiosju
"Strategier för att komma igång",Planera ditt lärande,Krokslätt,8,29,7,Spanska,Trettioåtta
"Strategier för att komma igång",Planera ditt lärande,Landskrona,6,9,15,Franska,Trettioåtta
"Strategier för att komma igång",Planera ditt lärande,Linköping,23,4,5,Engelska,Nio
"Strategier för att komma igång",Planera ditt lärande,Lund,17,11,13,Franska,Tjugosex
"Strategier för att komma igång",Planera ditt lärande,Nacka,20,16,9,Matematik,Fyrtiofyra
"Strategier för att komma igång",Planera ditt lärande,Norrköping,26,22,25,Svenska,Sex
"Strategier för att komma igång",Planera ditt lärande,Nyköping,25,18,28,Engelska,Trettiosex
"Strategier för att komma igång",Planera ditt lärande,Saltsjöbaden,1,29,21,Franska,Sexton
"Strategier för att komma igång",Planera ditt lärande,Spånga,29,6,16,Tyska,Trettio
"Strategier för att komma igång",Planera ditt lärande,Trelleborg,13,14,16,Spanska,Arton
"Strategier för att komma igång",Planera ditt lärande,Tumba,21,9,20,Svenska,Fyrtiotre
"Strategier för att komma igång",Planera ditt lärande,Tyresö,5,11,18,Franska,Trettiosex
"Strategier för att komma igång",Planera ditt lärande,Täby,24,28,21,Matematik,Tolv
"Strategier för att komma igång",Planera ditt lärande,Uppsala,28,7,4,Tyska,Fyrtiofyra
"Strategier för att komma igång",Planera ditt lärande,Uppsala Norra,11,17,20,Spanska,Tjugosju
"Strategier för att komma igång",Planera ditt lärande,Varberg,8,25,22,Engelska,Tre
"Enkel inlärningscykel",Planera ditt lärande,Borlänge,12,25,6,Svenska,Nio
"Enkel inlärningscykel",Planera ditt lärande,Borås,29,7,2,Matematik,Elva
"Enkel inlärningscykel",Planera ditt lärande,Enköping,29,11,24,Franska,Tolv
"Enkel inlärningscykel",Planera ditt lärande,Enskede,1,4,23,Matematik,Sex
"Enkel inlärningscykel",Planera ditt lärande,Fruängen,6,17,30,Matematik,Tjugofyra
"Enkel inlärningscykel",Planera ditt lärande,Gävle,20,26,3,Matematik,Tio
"Enkel inlärningscykel",Planera ditt lärande,Helsingborg,21,3,5,Engelska,Tjugofyra
"Enkel inlärningscykel",Planera ditt lärande,Jönköping,26,28,3,Tyska,Trettioett
"Enkel inlärningscykel",Planera ditt lärande,Katrineholm,10,16,26,Franska,Nitton
"Enkel inlärningscykel",Planera ditt lärande,Krokslätt,8,29,7,Tyska,Tjugosex
"Enkel inlärningscykel",Planera ditt lärande,Landskrona,6,9,15,Franska,Trettiotvå
"Enkel inlärningscykel",Planera ditt lärande,Linköping,23,4,5,Svenska,Tjugosex
"Enkel inlärningscykel",Planera ditt lärande,Lund,17,11,13,Svenska,Tjugotre
"Enkel inlärningscykel",Planera ditt lärande,Nacka,20,16,9,Matematik,Fjorton
"Enkel inlärningscykel",Planera ditt lärande,Norrköping,26,22,25,Svenska,Trettiofyra
"Enkel inlärningscykel",Planera ditt lärande,Nyköping,25,18,28,Tyska,Sjutton
"Enkel inlärningscykel",Planera ditt lärande,Saltsjöbaden,1,29,21,Franska,Tjugoett
"Enkel inlärningscykel",Planera ditt lärande,Spånga,29,6,16,Svenska,Trettiofyra
"Enkel inlärningscykel",Planera ditt lärande,Trelleborg,13,14,16,Tyska,Trettioniio
"Enkel inlärningscykel",Planera ditt lärande,Tumba,21,9,20,Engelska,Trettio
"Enkel inlärningscykel",Planera ditt lärande,Tyresö,5,11,18,Engelska,Trettioniio
"Enkel inlärningscykel",Planera ditt lärande,Täby,24,28,21,Svenska,Tjugonio
"Enkel inlärningscykel",Planera ditt lärande,Uppsala,28,7,4,Spanska,Fyrtiofyra
"Enkel inlärningscykel",Planera ditt lärande,Uppsala Norra,11,17,20,Svenska,Sex
"Enkel inlärningscykel",Planera ditt lärande,Varberg,8,25,22,Matematik,Tjugoett
"Dela upp i underuppgifter",Planera ditt lärande,Borlänge,15,12,5,Svenska,Trettioniio
"Dela upp i underuppgifter",Planera ditt lärande,Borås,14,10,27,Spanska,Tre
"Dela upp i underuppgifter",Planera ditt lärande,Enköping,3,7,9,Spanska,Tjugosju
"Dela upp i underuppgifter",Planera ditt lärande,Enskede,15,4,14,Tyska,Fem
"Dela upp i underuppgifter",Planera ditt lärande,Fruängen,24,10,19,Franska,Fyrtiofem
"Dela upp i underuppgifter",Planera ditt lärande,Gävle,1,17,18,Tyska,Fyrtiofem
"Dela upp i underuppgifter",Planera ditt lärande,Helsingborg,26,20,24,Tyska,Tjugoåtta
"Dela upp i underuppgifter",Planera ditt lärande,Jönköping,29,3,21,Franska,Fjorton
"Dela upp i underuppgifter",Planera ditt lärande,Katrineholm,7,19,22,Svenska,Tjugosex
"Dela upp i underuppgifter",Planera ditt lärande,Krokslätt,14,23,16,Spanska,Sjutton
"Dela upp i underuppgifter",Planera ditt lärande,Landskrona,17,6,30,Franska,Elva
"Dela upp i underuppgifter",Planera ditt lärande,Linköping,21,1,22,Engelska,Tjugo
"Dela upp i underuppgifter",Planera ditt lärande,Lund,7,9,25,Engelska,Fyrtioett
"Dela upp i underuppgifter",Planera ditt lärande,Nacka,4,12,24,Franska,Sexton
"Dela upp i underuppgifter",Planera ditt lärande,Norrköping,3,14,5,Svenska,Tio
"Dela upp i underuppgifter",Planera ditt lärande,Nyköping,18,5,23,Spanska,Tolv
"Dela upp i underuppgifter",Planera ditt lärande,Saltsjöbaden,18,10,13,Franska,Tjugonio
"Dela upp i underuppgifter",Planera ditt lärande,Spånga,20,18,14,Franska,Fyrtioett
"Dela upp i underuppgifter",Planera ditt lärande,Trelleborg,8,18,26,Matematik,Tjugoett
"Dela upp i underuppgifter",Planera ditt lärande,Tumba,23,29,25,Tyska,Trettiofyra
"Dela upp i underuppgifter",Planera ditt lärande,Tyresö,25,9,28,Matematik,Tjugotre
"Dela upp i underuppgifter",Planera ditt lärande,Täby,11,6,17,Tyska,Sjutton
"Dela upp i underuppgifter",Planera ditt lärande,Uppsala,11,26,20,Franska,Tjugosju
"Dela upp i underuppgifter",Planera ditt lärande,Uppsala Norra,22,29,1,Franska,Sjutton
"Dela upp i underuppgifter",Planera ditt lärande,Varberg,6,10,5,Tyska,Trettiofyra
"Använd dina kunskaper om världen",Lyssna,Borlänge,12,29,5,Svenska,Fem
"Använd dina kunskaper om världen",Lyssna,Borås,12,16,5,Engelska,Åtta
"Använd dina kunskaper om världen",Lyssna,Enköping,6,16,3,Matematik,Tretton
"Använd dina kunskaper om världen",Lyssna,Enskede,22,13,25,Tyska,Trettiosex
"Använd dina kunskaper om världen",Lyssna,Fruängen,1,2,3,Spanska,Fyrtiotvå
"Använd dina kunskaper om världen",Lyssna,Gävle,1,25,16,Svenska,Tretton
"Använd dina kunskaper om världen",Lyssna,Helsingborg,29,28,23,Franska,Tjugotvå
"Använd dina kunskaper om världen",Lyssna,Jönköping,2,28,10,Franska,Tjugotvå
"Använd dina kunskaper om världen",Lyssna,Katrineholm,7,15,18,Svenska,Tre
"Använd dina kunskaper om världen",Lyssna,Krokslätt,1,2,21,Franska,Trettiofem
"Använd dina kunskaper om världen",Lyssna,Landskrona,2,21,16,Spanska,Tre
"Använd dina kunskaper om världen",Lyssna,Linköping,1,18,19,Franska,Tjugoett
"Använd dina kunskaper om världen",Lyssna,Lund,7,10,27,Spanska,Fyra
"Använd dina kunskaper om världen",Lyssna,Nacka,21,3,6,Spanska,Fjorton
"Använd dina kunskaper om världen",Lyssna,Norrköping,5,2,28,Svenska,Ett
"Använd dina kunskaper om världen",Lyssna,Nyköping,1,13,12,Franska,Fyrtiofyra
"Använd dina kunskaper om världen",Lyssna,Saltsjöbaden,18,29,12,Spanska,Trettioett
"Använd dina kunskaper om världen",Lyssna,Spånga,5,3,25,Franska,Fyrtiotre
"Använd dina kunskaper om världen",Lyssna,Trelleborg,7,13,17,Spanska,Åtta
"Använd dina kunskaper om världen",Lyssna,Tumba,1,15,3,Spanska,Trettiotvå
"Använd dina kunskaper om världen",Lyssna,Tyresö,20,17,13,Engelska,Fyrtiotvå
"Använd dina kunskaper om världen",Lyssna,Täby,10,23,14,Matematik,Fyrtiotre
"Använd dina kunskaper om världen",Lyssna,Uppsala,23,18,14,Spanska,Trettio
"Använd dina kunskaper om världen",Lyssna,Uppsala Norra,25,16,15,Spanska,Tjugosex
"Använd dina kunskaper om världen",Lyssna,Varberg,17,7,2,Spanska,Tolv
"Förutspå och lyssna flera gånger",Lyssna,Borlänge,8,14,7,Tyska,Trettiosex
"Förutspå och lyssna flera gånger",Lyssna,Borås,20,23,14,Svenska,Tjugofyra
"Förutspå och lyssna flera gånger",Lyssna,Enköping,11,5,18,Engelska,Fyra
"Förutspå och lyssna flera gånger",Lyssna,Enskede,16,25,20,Franska,Trettiofyra
"Förutspå och lyssna flera gånger",Lyssna,Fruängen,26,8,3,Matematik,Tjugofyra
"Förutspå och lyssna flera gånger",Lyssna,Gävle,3,25,2,Engelska,Sex
"Förutspå och lyssna flera gånger",Lyssna,Helsingborg,12,29,7,Spanska,Tjugotvå
"Förutspå och lyssna flera gånger",Lyssna,Jönköping,7,14,2,Franska,Tretton
"Förutspå och lyssna flera gånger",Lyssna,Katrineholm,26,19,9,Matematik,Tretton
"Förutspå och lyssna flera gånger",Lyssna,Krokslätt,15,24,4,Svenska,Sjutton
"Förutspå och lyssna flera gånger",Lyssna,Landskrona,10,3,18,Engelska,Fjorton
"Förutspå och lyssna flera gånger",Lyssna,Linköping,11,23,5,Svenska,Nitton
"Förutspå och lyssna flera gånger",Lyssna,Lund,9,10,4,Spanska,Tjugofem
"Förutspå och lyssna flera gånger",Lyssna,Nacka,25,12,5,Franska,Tjugoett
"Förutspå och lyssna flera gånger",Lyssna,Norrköping,1,22,16,Spanska,Arton
"Förutspå och lyssna flera gånger",Lyssna,Nyköping,1,22,3,Tyska,Fyrtiotre
"Förutspå och lyssna flera gånger",Lyssna,Saltsjöbaden,11,25,9,Svenska,Tjugonio
"Förutspå och lyssna flera gånger",Lyssna,Spånga,14,2,19,Engelska,Tjugofem
"Förutspå och lyssna flera gånger",Lyssna,Trelleborg,26,10,21,Matematik,Fyrtiotre
"Förutspå och lyssna flera gånger",Lyssna,Tumba,21,29,16,Engelska,Trettiofem
"Förutspå och lyssna flera gånger",Lyssna,Tyresö,2,22,11,Svenska,Trettiofyra
"Förutspå och lyssna flera gånger",Lyssna,Täby,11,27,14,Engelska,Trettioett
"Förutspå och lyssna flera gånger",Lyssna,Uppsala,5,13,30,Matematik,Trettiosju
"Förutspå och lyssna flera gånger",Lyssna,Uppsala Norra,4,18,17,Engelska,Fyrtiofyra
"Förutspå och lyssna flera gånger",Lyssna,Varberg,18,19,21,Tyska,Tjugo
"Lyssna aktivt på en föreläsning",Lyssna,Borlänge,16,15,14,Spanska,Ett
"Lyssna aktivt på en föreläsning",Lyssna,Borås,5,21,1,Tyska,Åtta
"Lyssna aktivt på en föreläsning",Lyssna,Enköping,22,20,19,Franska,Två
"Lyssna aktivt på en föreläsning",Lyssna,Enskede,8,17,29,Franska,Tretton
"Lyssna aktivt på en föreläsning",Lyssna,Fruängen,21,28,30,Engelska,Fjorton
"Lyssna aktivt på en föreläsning",Lyssna,Gävle,20,10,14,Spanska,Tjugo
"Lyssna aktivt på en föreläsning",Lyssna,Helsingborg,14,21,25,Matematik,Åtta
"Lyssna aktivt på en föreläsning",Lyssna,Jönköping,26,14,22,Spanska,Sex
"Lyssna aktivt på en föreläsning",Lyssna,Katrineholm,10,14,4,Franska,Trettiofyra
"Lyssna aktivt på en föreläsning",Lyssna,Krokslätt,15,22,23,Franska,Två
"Lyssna aktivt på en föreläsning",Lyssna,Landskrona,28,22,11,Matematik,Åtta
"Lyssna aktivt på en föreläsning",Lyssna,Linköping,27,12,19,Franska,Tretton
"Lyssna aktivt på en föreläsning",Lyssna,Lund,29,8,21,Tyska,Tjugosex
"Lyssna aktivt på en föreläsning",Lyssna,Nacka,25,24,27,Tyska,Fyrtiotre
"Lyssna aktivt på en föreläsning",Lyssna,Norrköping,1,5,22,Engelska,Tjugofem
"Lyssna aktivt på en föreläsning",Lyssna,Nyköping,10,24,22,Engelska,Trettiotvå
"Lyssna aktivt på en föreläsning",Lyssna,Saltsjöbaden,3,30,19,Franska,Sexton
"Lyssna aktivt på en föreläsning",Lyssna,Spånga,9,27,16,Franska,Tolv
"Lyssna aktivt på en föreläsning",Lyssna,Trelleborg,6,24,13,Spanska,Trettioett
"Lyssna aktivt på en föreläsning",Lyssna,Tumba,5,13,21,Spanska,Fyrtiotvå
"Lyssna aktivt på en föreläsning",Lyssna,Tyresö,20,1,9,Tyska,Trettioniio
"Lyssna aktivt på en föreläsning",Lyssna,Täby,14,27,30,Franska,Fjorton
"Lyssna aktivt på en föreläsning",Lyssna,Uppsala,24,15,25,Matematik,Fyrtioett
"Lyssna aktivt på en föreläsning",Lyssna,Uppsala Norra,1,10,3,Franska,Sju
"Lyssna aktivt på en föreläsning",Lyssna,Varberg,3,25,15,Franska,Tretton
"Lyssna efter det du redan kan",Lyssna,Borlänge,15,7,20,Matematik,Fyrtiotvå
"Lyssna efter det du redan kan",Lyssna,Borås,2,28,4,Tyska,Två
"Lyssna efter det du redan kan",Lyssna,Enköping,28,23,25,Matematik,Tjugosju
"Lyssna efter det du redan kan",Lyssna,Enskede,5,11,15,Tyska,Tjugotre
"Lyssna efter det du redan kan",Lyssna,Fruängen,8,22,18,Matematik,Tjugosju
"Lyssna efter det du redan kan",Lyssna,Gävle,25,10,20,Tyska,Tjugosex
"Lyssna efter det du redan kan",Lyssna,Helsingborg,24,23,8,Franska,Tio
"Lyssna efter det du redan kan",Lyssna,Jönköping,29,25,24,Spanska,Sexton
"Lyssna efter det du redan kan",Lyssna,Katrineholm,26,25,5,Franska,Fyra
"Lyssna efter det du redan kan",Lyssna,Krokslätt,29,18,17,Tyska,Trettio
"Lyssna efter det du redan kan",Lyssna,Landskrona,26,29,9,Spanska,Tio
"Lyssna efter det du redan kan",Lyssna,Linköping,5,25,21,Svenska,Trettioåtta
"Lyssna efter det du redan kan",Lyssna,Lund,11,4,17,Svenska,Trettiofem
"Lyssna efter det du redan kan",Lyssna,Nacka,8,14,21,Engelska,Fyra
"Lyssna efter det du redan kan",Lyssna,Norrköping,11,14,1,Engelska,Elva
"Lyssna efter det du redan kan",Lyssna,Nyköping,6,9,1,Svenska,Tre
"Lyssna efter det du redan kan",Lyssna,Saltsjöbaden,15,8,1,Franska,Tjugofem
"Lyssna efter det du redan kan",Lyssna,Spånga,28,4,16,Svenska,Trettioåtta
"Lyssna efter det du redan kan",Lyssna,Trelleborg,19,25,24,Matematik,Trettiotvå
"Lyssna efter det du redan kan",Lyssna,Tumba,28,20,18,Matematik,Två
"Lyssna efter det du redan kan",Lyssna,Tyresö,25,21,1,Engelska,Trettio
"Lyssna efter det du redan kan",Lyssna,Täby,24,26,3,Tyska,Trettiosju
"Lyssna efter det du redan kan",Lyssna,Uppsala,13,2,7,Tyska,Sexton
"Lyssna efter det du redan kan",Lyssna,Uppsala Norra,12,6,10,Svenska,Tjugofyra
"Lyssna efter det du redan kan",Lyssna,Varberg,19,12,17,Spanska,Nitton
"Någon som lyssnar",Lyssna,Borlänge,21,12,15,Spanska,Sju
"Någon som lyssnar",Lyssna,Borås,19,27,23,Tyska,Femton
"Någon som lyssnar",Lyssna,Enköping,15,18,6,Matematik,Arton
"Någon som lyssnar",Lyssna,Enskede,28,21,13,Spanska,Femton
"Någon som lyssnar",Lyssna,Fruängen,13,29,30,Matematik,Trettiofyra
"Någon som lyssnar",Lyssna,Gävle,14,7,16,Franska,Fyrtiotre
"Någon som lyssnar",Lyssna,Helsingborg,22,25,3,Franska,Trettiofem
"Någon som lyssnar",Lyssna,Jönköping,12,11,27,Engelska,Trettiofyra
"Någon som lyssnar",Lyssna,Katrineholm,26,25,17,Franska,Fem
"Någon som lyssnar",Lyssna,Krokslätt,25,3,10,Engelska,Tjugo
"Någon som lyssnar",Lyssna,Landskrona,28,21,24,Spanska,Tjugotvå
"Någon som lyssnar",Lyssna,Linköping,26,30,24,Svenska,Trettiofyra
"Någon som lyssnar",Lyssna,Lund,21,15,18,Spanska,Trettiotvå
"Någon som lyssnar",Lyssna,Nacka,13,16,17,Engelska,Tjugo
"Någon som lyssnar",Lyssna,Norrköping,27,17,7,Tyska,Fyrtiotre
"Någon som lyssnar",Lyssna,Nyköping,23,10,19,Engelska,Trettiosju
"Någon som lyssnar",Lyssna,Saltsjöbaden,18,15,28,Engelska,Nio
"Någon som lyssnar",Lyssna,Spånga,13,8,22,Svenska,Trettioett
"Någon som lyssnar",Lyssna,Trelleborg,6,1,12,Spanska,Trettiofem
"Någon som lyssnar",Lyssna,Tumba,25,11,27,Tyska,Fyra
"Någon som lyssnar",Lyssna,Tyresö,26,20,4,Franska,Sexton
"Någon som lyssnar",Lyssna,Täby,26,25,11,Tyska,Trettiosex
"Någon som lyssnar",Lyssna,Uppsala,8,12,16,Spanska,Tjugo
"Någon som lyssnar",Lyssna,Uppsala Norra,7,5,12,Tyska,Trettiosex
"Någon som lyssnar",Lyssna,Varberg,26,15,13,Engelska,Tjugo
"Skapa bilder i huvudet",Lyssna,Borlänge,29,21,9,Franska,Trettiotvå
