name,category,school,Behjälplig,Obehjälplig,Oanvänd
"Bli bättre på att förstå ett nytt ämnesinnehåll",Lära Nytt,Katrineholm,22,25,15
"Bli bättre på att förstå ett nytt ämnesinnehåll",Lära Nytt,Krokslätt,24,22,17
"Bli bättre på att förstå ett nytt ämnesinnehåll",Lära Nytt,Landskrona,16,22,14
"Bli bättre på att förstå ett nytt ämnesinnehåll",Lära Nytt,Linköping,6,15,16
"Bli bättre på att förstå ett nytt ämnesinnehåll",Lära Nytt,Lund,20,4,6
"Bli bättre på att förstå ett nytt ämnesinnehåll",Lära Nytt,Nacka,26,27,23
"Bli bättre på att förstå ett nytt ämnesinnehåll",Lära Nytt,Norrköping,17,24,23
"Bli bättre på att förstå ett nytt ämnesinnehåll",Lära Nytt,Nyköping,19,14,16
"Bli bättre på att förstå ett nytt ämnesinnehåll",Lära Nytt,Saltsjöbaden,2,9,30
"Bli bättre på att förstå ett nytt ämnesinnehåll",Lära Nytt,Spånga,25,12,30
"Bli bättre på att förstå ett nytt ämnesinnehåll",Lära Nytt,Trelleborg,18,29,9
"Bli bättre på att förstå ett nytt ämnesinnehåll",Lära Nytt,Tumba,14,13,8
"Bli bättre på att förstå ett nytt ämnesinnehåll",Lära Nytt,Tyresö,18,30,10
"Bli bättre på att förstå ett nytt ämnesinnehåll",Lära Nytt,Täby,30,20,29
"Bli bättre på att förstå ett nytt ämnesinnehåll",Lära Nytt,Uppsala,6,17,12
"Bli bättre på att förstå ett nytt ämnesinnehåll",Lära Nytt,Uppsala Norra,12,14,5
"Bli bättre på att förstå ett nytt ämnesinnehåll",Lära Nytt,Varberg,19,5,21
"Inför ett nytt arbetsområde",Lära Nytt,Borlänge,19,2,1
"Inför ett nytt arbetsområde",Lära Nytt,Borås,7,11,13
"Inför ett nytt arbetsområde",Lära Nytt,Enköping,28,7,9
"Inför ett nytt arbetsområde",Lära Nytt,Enskede,15,14,4
"Inför ett nytt arbetsområde",Lära Nytt,Fruängen,19,6,1
"Inför ett nytt arbetsområde",Lära Nytt,Gävle,3,20,4
"Inför ett nytt arbetsområde",Lära Nytt,Helsingborg,25,18,5
"Inför ett nytt arbetsområde",Lära Nytt,Jönköping,15,6,18
"Inför ett nytt arbetsområde",Lära Nytt,Katrineholm,23,20,26
"Inför ett nytt arbetsområde",Lära Nytt,Krokslätt,3,29,24
"Inför ett nytt arbetsområde",Lära Nytt,Landskrona,1,4,24
"Inför ett nytt arbetsområde",Lära Nytt,Linköping,1,13,21
"Inför ett nytt arbetsområde",Lära Nytt,Lund,22,2,14
"Inför ett nytt arbetsområde",Lära Nytt,Nacka,26,3,2
"Inför ett nytt arbetsområde",Lära Nytt,Norrköping,4,2,16
"Inför ett nytt arbetsområde",Lära Nytt,Nyköping,17,29,6
"Inför ett nytt arbetsområde",Lära Nytt,Saltsjöbaden,24,4,22
"Inför ett nytt arbetsområde",Lära Nytt,Spånga,4,15,10
"Inför ett nytt arbetsområde",Lära Nytt,Trelleborg,28,13,5
"Inför ett nytt arbetsområde",Lära Nytt,Tumba,22,25,28
"Inför ett nytt arbetsområde",Lära Nytt,Tyresö,6,11,7
"Inför ett nytt arbetsområde",Lära Nytt,Täby,28,6,14
"Inför ett nytt arbetsområde",Lära Nytt,Uppsala,18,21,22
"Inför ett nytt arbetsområde",Lära Nytt,Uppsala Norra,7,5,25
"Inför ett nytt arbetsområde",Lära Nytt,Varberg,28,11,13
"Summera det du har lärt dig",Lära Nytt,Borlänge,15,6,21
"Summera det du har lärt dig",Lära Nytt,Borås,7,22,12
"Summera det du har lärt dig",Lära Nytt,Enköping,23,15,27
"Summera det du har lärt dig",Lära Nytt,Enskede,5,20,16
"Summera det du har lärt dig",Lära Nytt,Fruängen,2,3,9
"Summera det du har lärt dig",Lära Nytt,Gävle,24,10,3
"Summera det du har lärt dig",Lära Nytt,Helsingborg,1,11,28
"Summera det du har lärt dig",Lära Nytt,Jönköping,5,11,14
"Summera det du har lärt dig",Lära Nytt,Katrineholm,29,17,18
"Summera det du har lärt dig",Lära Nytt,Krokslätt,8,7,27
"Summera det du har lärt dig",Lära Nytt,Landskrona,23,1,11
"Summera det du har lärt dig",Lära Nytt,Linköping,21,26,30
"Summera det du har lärt dig",Lära Nytt,Lund,14,24,7
"Summera det du har lärt dig",Lära Nytt,Nacka,30,26,11
"Summera det du har lärt dig",Lära Nytt,Norrköping,2,29,25
"Summera det du har lärt dig",Lära Nytt,Nyköping,2,24,28
"Summera det du har lärt dig",Lära Nytt,Saltsjöbaden,12,20,11
"Summera det du har lärt dig",Lära Nytt,Spånga,3,11,13
"Summera det du har lärt dig",Lära Nytt,Trelleborg,14,16,28
"Summera det du har lärt dig",Lära Nytt,Tumba,15,17,11
"Summera det du har lärt dig",Lära Nytt,Tyresö,18,7,23
"Summera det du har lärt dig",Lära Nytt,Täby,20,15,8
"Summera det du har lärt dig",Lära Nytt,Uppsala,28,15,16
"Summera det du har lärt dig",Lära Nytt,Uppsala Norra,24,13,3
"Summera det du har lärt dig",Lära Nytt,Varberg,2,29,12
"Att läsa mellan raderna",Läsa,Borlänge,9,5,17
"Att läsa mellan raderna",Läsa,Borås,6,21,15
"Att läsa mellan raderna",Läsa,Enköping,30,13,21
"Att läsa mellan raderna",Läsa,Enskede,14,10,28
"Att läsa mellan raderna",Läsa,Fruängen,4,17,20
"Att läsa mellan raderna",Läsa,Gävle,2,10,13
"Att läsa mellan raderna",Läsa,Helsingborg,23,7,2
"Att läsa mellan raderna",Läsa,Jönköping,8,3,14
"Att läsa mellan raderna",Läsa,Katrineholm,9,11,30
"Att läsa mellan raderna",Läsa,Krokslätt,2,22,10
"Att läsa mellan raderna",Läsa,Landskrona,12,17,2
"Att läsa mellan raderna",Läsa,Linköping,27,14,3
"Att läsa mellan raderna",Läsa,Lund,1,24,14
"Att läsa mellan raderna",Läsa,Nacka,5,19,4
"Att läsa mellan raderna",Läsa,Norrköping,5,15,3
"Att läsa mellan raderna",Läsa,Nyköping,23,25,30
"Att läsa mellan raderna",Läsa,Saltsjöbaden,20,10,15
"Att läsa mellan raderna",Läsa,Spånga,15,3,2
"Att läsa mellan raderna",Läsa,Trelleborg,15,8,23
"Att läsa mellan raderna",Läsa,Tumba,20,27,8
"Att läsa mellan raderna",Läsa,Tyresö,10,8,14
"Att läsa mellan raderna",Läsa,Täby,2,28,8
"Att läsa mellan raderna",Läsa,Uppsala,10,3,22
"Att läsa mellan raderna",Läsa,Uppsala Norra,4,21,13
"Att läsa mellan raderna",Läsa,Varberg,3,11,8
"Att sammanfatta-skriftligt",Läsa,Borlänge,14,17,5
"Att sammanfatta-skriftligt",Läsa,Borås,10,2,15
"Att sammanfatta-skriftligt",Läsa,Enköping,17,3,26
"Att sammanfatta-skriftligt",Läsa,Enskede,25,1,28
"Att sammanfatta-skriftligt",Läsa,Fruängen,13,29,25
"Att sammanfatta-skriftligt",Läsa,Gävle,3,15,16
"Att sammanfatta-skriftligt",Läsa,Helsingborg,26,20,8
"Att sammanfatta-skriftligt",Läsa,Jönköping,23,5,7
"Att sammanfatta-skriftligt",Läsa,Katrineholm,18,6,29
"Att sammanfatta-skriftligt",Läsa,Krokslätt,5,7,21
"Att sammanfatta-skriftligt",Läsa,Landskrona,16,14,1
"Att sammanfatta-skriftligt",Läsa,Linköping,5,15,14
"Att sammanfatta-skriftligt",Läsa,Lund,18,2,10
"Att sammanfatta-skriftligt",Läsa,Nacka,4,29,23
"Att sammanfatta-skriftligt",Läsa,Norrköping,24,12,10
"Att sammanfatta-skriftligt",Läsa,Nyköping,22,21,23
"Att sammanfatta-skriftligt",Läsa,Saltsjöbaden,24,1,10
"Att sammanfatta-skriftligt",Läsa,Spånga,18,24,5
"Att sammanfatta-skriftligt",Läsa,Trelleborg,2,6,28
"Att sammanfatta-skriftligt",Läsa,Tumba,27,20,4
"Att sammanfatta-skriftligt",Läsa,Tyresö,5,7,25
"Att sammanfatta-skriftligt",Läsa,Täby,7,26,9
"Att sammanfatta-skriftligt",Läsa,Uppsala,20,3,16
"Att sammanfatta-skriftligt",Läsa,Uppsala Norra,20,24,15
"Att sammanfatta-skriftligt",Läsa,Varberg,14,28,3
"Att sammanfatta genom illustrationer",Läsa,Borlänge,12,28,7
"Att sammanfatta genom illustrationer",Läsa,Borås,12,2,1
"Att sammanfatta genom illustrationer",Läsa,Enköping,15,25,28
"Att sammanfatta genom illustrationer",Läsa,Enskede,9,11,7
"Att sammanfatta genom illustrationer",Läsa,Fruängen,8,16,24
"Att sammanfatta genom illustrationer",Läsa,Gävle,14,2,23
"Att sammanfatta genom illustrationer",Läsa,Helsingborg,18,27,26
"Att sammanfatta genom illustrationer",Läsa,Jönköping,21,28,23
"Att sammanfatta genom illustrationer",Läsa,Katrineholm,2,17,6
"Att sammanfatta genom illustrationer",Läsa,Krokslätt,23,28,26
"Att sammanfatta genom illustrationer",Läsa,Landskrona,15,29,24
"Att sammanfatta genom illustrationer",Läsa,Linköping,11,23,20
"Att sammanfatta genom illustrationer",Läsa,Lund,7,12,23
"Att sammanfatta genom illustrationer",Läsa,Nacka,30,1,6
"Att sammanfatta genom illustrationer",Läsa,Norrköping,20,25,30
"Att sammanfatta genom illustrationer",Läsa,Nyköping,14,16,4
"Att sammanfatta genom illustrationer",Läsa,Saltsjöbaden,12,19,14
"Att sammanfatta genom illustrationer",Läsa,Spånga,2,5,11
"Att sammanfatta genom illustrationer",Läsa,Trelleborg,8,28,27
"Att sammanfatta genom illustrationer",Läsa,Tumba,3,1,2
"Att sammanfatta genom illustrationer",Läsa,Tyresö,13,16,17
"Att sammanfatta genom illustrationer",Läsa,Täby,12,9,17
"Att sammanfatta genom illustrationer",Läsa,Uppsala,25,21,28
"Att sammanfatta genom illustrationer",Läsa,Uppsala Norra,21,8,12
"Att sammanfatta genom illustrationer",Läsa,Varberg,19,11,5
"Att sammanfatta muntligt",Läsa,Borlänge,27,12,18
"Att sammanfatta muntligt",Läsa,Borås,10,27,25
"Att sammanfatta muntligt",Läsa,Enköping,1,20,18
"Att sammanfatta muntligt",Läsa,Enskede,12,15,14
"Att sammanfatta muntligt",Läsa,Fruängen,28,16,14
"Att sammanfatta muntligt",Läsa,Gävle,12,1,15
"Att sammanfatta muntligt",Läsa,Helsingborg,12,21,8
"Att sammanfatta muntligt",Läsa,Jönköping,30,26,10
"Att sammanfatta muntligt",Läsa,Katrineholm,27,8,23
"Att sammanfatta muntligt",Läsa,Krokslätt,10,2,30
"Att sammanfatta muntligt",Läsa,Landskrona,19,23,8
"Att sammanfatta muntligt",Läsa,Linköping,28,25,5
"Att sammanfatta muntligt",Läsa,Lund,11,16,2
"Att sammanfatta muntligt",Läsa,Nacka,14,27,19
"Att sammanfatta muntligt",Läsa,Norrköping,28,25,23
"Att sammanfatta muntligt",Läsa,Nyköping,21,18,6
"Att sammanfatta muntligt",Läsa,Saltsjöbaden,19,26,14
"Att sammanfatta muntligt",Läsa,Spånga,27,11,5
"Att sammanfatta muntligt",Läsa,Trelleborg,25,21,7
"Att sammanfatta muntligt",Läsa,Tumba,18,14,4
"Att sammanfatta muntligt",Läsa,Tyresö,6,8,25
"Att sammanfatta muntligt",Läsa,Täby,4,11,1
"Att sammanfatta muntligt",Läsa,Uppsala,10,29,24
"Att sammanfatta muntligt",Läsa,Uppsala Norra,6,21,25
"Att sammanfatta muntligt",Läsa,Varberg,16,4,1
"Klocka din läsning",Läsa,Borlänge,6,14,18
"Klocka din läsning",Läsa,Borås,6,20,4
"Klocka din läsning",Läsa,Enköping,5,27,7
"Klocka din läsning",Läsa,Enskede,23,10,16
"Klocka din läsning",Läsa,Fruängen,23,28,21
"Klocka din läsning",Läsa,Gävle,11,30,18
"Klocka din läsning",Läsa,Helsingborg,30,12,9
"Klocka din läsning",Läsa,Jönköping,8,24,11
"Klocka din läsning",Läsa,Katrineholm,4,10,9
"Klocka din läsning",Läsa,Krokslätt,10,20,19
"Klocka din läsning",Läsa,Landskrona,17,3,19
"Klocka din läsning",Läsa,Linköping,9,22,26
"Klocka din läsning",Läsa,Lund,18,14,21
"Klocka din läsning",Läsa,Nacka,25,2,16
"Klocka din läsning",Läsa,Norrköping,16,2,20
"Klocka din läsning",Läsa,Nyköping,11,1,24
"Klocka din läsning",Läsa,Saltsjöbaden,29,27,6
"Klocka din läsning",Läsa,Spånga,8,19,27
"Klocka din läsning",Läsa,Trelleborg,18,3,11
"Klocka din läsning",Läsa,Tumba,11,24,21
"Klocka din läsning",Läsa,Tyresö,20,28,1
"Klocka din läsning",Läsa,Täby,16,29,9
"Klocka din läsning",Läsa,Uppsala,13,12,5
"Klocka din läsning",Läsa,Uppsala Norra,14,12,1
"Klocka din läsning",Läsa,Varberg,15,22,5
"Komma igång",Läsa,Borlänge,2,27,16
"Komma igång",Läsa,Borås,18,5,16
"Komma igång",Läsa,Enköping,17,14,5
"Komma igång",Läsa,Enskede,4,13,15
"Komma igång",Läsa,Fruängen,6,23,8
"Komma igång",Läsa,Gävle,7,14,18
"Komma igång",Läsa,Helsingborg,7,6,17
"Komma igång",Läsa,Jönköping,29,5,1
"Komma igång",Läsa,Katrineholm,15,22,20
"Komma igång",Läsa,Krokslätt,7,26,10
"Komma igång",Läsa,Landskrona,17,8,4
"Komma igång",Läsa,Linköping,1,28,6
"Komma igång",Läsa,Lund,25,8,23
"Komma igång",Läsa,Nacka,7,2,12
"Komma igång",Läsa,Norrköping,27,3,28
"Komma igång",Läsa,Nyköping,14,25,15
"Komma igång",Läsa,Saltsjöbaden,6,11,9
"Komma igång",Läsa,Spånga,8,25,3
"Komma igång",Läsa,Trelleborg,6,26,1
"Komma igång",Läsa,Tumba,6,23,26
"Komma igång",Läsa,Tyresö,3,16,10
"Komma igång",Läsa,Täby,28,17,25
"Komma igång",Läsa,Uppsala,13,1,4
"Komma igång",Läsa,Uppsala Norra,3,27,7
"Komma igång",Läsa,Varberg,9,1,2
"Målstegen",Läsa,Borlänge,5,4,16
"Målstegen",Läsa,Borås,19,11,17
"Målstegen",Läsa,Enköping,4,11,28
"Målstegen",Läsa,Enskede,22,28,4
"Målstegen",Läsa,Fruängen,1,27,21
"Målstegen",Läsa,Gävle,5,3,22
"Målstegen",Läsa,Helsingborg,14,28,2
"Målstegen",Läsa,Jönköping,10,9,16
"Målstegen",Läsa,Katrineholm,9,16,13
"Målstegen",Läsa,Krokslätt,30,13,24
"Målstegen",Läsa,Landskrona,14,15,27
"Målstegen",Läsa,Linköping,23,17,4
"Målstegen",Läsa,Lund,19,20,22
"Målstegen",Läsa,Nacka,23,16,9
"Målstegen",Läsa,Norrköping,12,11,5
"Målstegen",Läsa,Nyköping,30,19,5
"Målstegen",Läsa,Saltsjöbaden,16,2,14
"Målstegen",Läsa,Spånga,22,26,10
"Målstegen",Läsa,Trelleborg,28,11,15
"Målstegen",Läsa,Tumba,4,11,25
"Målstegen",Läsa,Tyresö,7,24,3
"Målstegen",Läsa,Täby,9,27,10
"Målstegen",Läsa,Uppsala,22,18,7
"Målstegen",Läsa,Uppsala Norra,14,2,23
"Målstegen",Läsa,Varberg,9,22,26
"Skapa inre bilder",Läsa,Borlänge,10,25,5
"Skapa inre bilder",Läsa,Borås,25,4,20
"Skapa inre bilder",Läsa,Enköping,7,11,27
"Skapa inre bilder",Läsa,Enskede,26,19,20
"Skapa inre bilder",Läsa,Fruängen,21,19,2
"Skapa inre bilder",Läsa,Gävle,5,28,27
"Skapa inre bilder",Läsa,Helsingborg,15,1,14
"Skapa inre bilder",Läsa,Jönköping,19,24,14
"Skapa inre bilder",Läsa,Katrineholm,18,8,4
"Skapa inre bilder",Läsa,Krokslätt,22,23,12
"Skapa inre bilder",Läsa,Landskrona,15,26,11
"Skapa inre bilder",Läsa,Linköping,7,16,24
"Skapa inre bilder",Läsa,Lund,19,17,24
"Skapa inre bilder",Läsa,Nacka,28,23,13
"Skapa inre bilder",Läsa,Norrköping,19,27,22
"Skapa inre bilder",Läsa,Nyköping,7,22,15
"Skapa inre bilder",Läsa,Saltsjöbaden,30,4,21
"Skapa inre bilder",Läsa,Spånga,25,23,1
"Skapa inre bilder",Läsa,Trelleborg,12,13,1
"Skapa inre bilder",Läsa,Tumba,4,21,17
"Skapa inre bilder",Läsa,Tyresö,8,16,25
"Skapa inre bilder",Läsa,Täby,13,2,1
"Skapa inre bilder",Läsa,Uppsala,24,17,5
"Skapa inre bilder",Läsa,Uppsala Norra,18,16,4
"Skapa inre bilder",Läsa,Varberg,13,22,20
"Smartare läsning",Läsa,Borlänge,24,13,11
"Smartare läsning",Läsa,Borås,30,18,28
"Smartare läsning",Läsa,Enköping,2,24,14
"Smartare läsning",Läsa,Enskede,5,23,27
"Smartare läsning",Läsa,Fruängen,2,10,28
"Smartare läsning",Läsa,Gävle,27,12,16
"Smartare läsning",Läsa,Helsingborg,13,29,12
"Smartare läsning",Läsa,Jönköping,10,8,4
"Smartare läsning",Läsa,Katrineholm,29,30,21
"Smartare läsning",Läsa,Krokslätt,4,14,16
"Smartare läsning",Läsa,Landskrona,18,13,11
"Smartare läsning",Läsa,Linköping,15,1,21
"Smartare läsning",Läsa,Lund,5,6,19
"Smartare läsning",Läsa,Nacka,23,24,15
"Smartare läsning",Läsa,Norrköping,10,6,21
"Smartare läsning",Läsa,Nyköping,16,17,14
"Smartare läsning",Läsa,Saltsjöbaden,7,27,6
"Smartare läsning",Läsa,Spånga,30,27,24
"Smartare läsning",Läsa,Trelleborg,2,11,4
"Smartare läsning",Läsa,Tumba,22,4,14
"Smartare läsning",Läsa,Tyresö,21,26,15
"Smartare läsning",Läsa,Täby,14,27,29
"Smartare läsning",Läsa,Uppsala,24,14,8
"Smartare läsning",Läsa,Uppsala Norra,14,7,18
"Smartare läsning",Läsa,Varberg,1,11,8
"Ställa frågor",Läsa,Borlänge,16,1,9
"Ställa frågor",Läsa,Borås,27,15,5
"Ställa frågor",Läsa,Enköping,1,10,15
"Ställa frågor",Läsa,Enskede,30,7,13
"Ställa frågor",Läsa,Fruängen,26,24,3
"Ställa frågor",Läsa,Gävle,23,22,26
"Ställa frågor",Läsa,Helsingborg,17,20,8
"Ställa frågor",Läsa,Jönköping,20,26,4
"Ställa frågor",Läsa,Katrineholm,15,21,2
"Ställa frågor",Läsa,Krokslätt,27,19,2
"Ställa frågor",Läsa,Landskrona,19,23,12
"Ställa frågor",Läsa,Linköping,18,5,29
"Ställa frågor",Läsa,Lund,3,17,23
"Ställa frågor",Läsa,Nacka,20,6,14
"Ställa frågor",Läsa,Norrköping,16,28,13
"Ställa frågor",Läsa,Nyköping,27,5,6
"Ställa frågor",Läsa,Saltsjöbaden,5,16,28
"Ställa frågor",Läsa,Spånga,24,26,2
"Ställa frågor",Läsa,Trelleborg,28,17,6
"Ställa frågor",Läsa,Tumba,2,16,8
"Ställa frågor",Läsa,Tyresö,20,18,10
"Ställa frågor",Läsa,Täby,9,11,5
"Ställa frågor",Läsa,Uppsala,12,13,11
"Ställa frågor",Läsa,Uppsala Norra,29,8,12
"Ställa frågor",Läsa,Varberg,4,18,9
"Översiktsläsa",Läsa,Borlänge,15,5,24
"Översiktsläsa",Läsa,Borås,23,13,7
"Översiktsläsa",Läsa,Enköping,5,21,3
"Översiktsläsa",Läsa,Enskede,28,18,24
"Översiktsläsa",Läsa,Fruängen,3,1,9
"Översiktsläsa",Läsa,Gävle,9,21,29
"Översiktsläsa",Läsa,Helsingborg,1,8,2
"Översiktsläsa",Läsa,Jönköping,5,22,29
"Översiktsläsa",Läsa,Katrineholm,10,4,11
"Översiktsläsa",Läsa,Krokslätt,1,5,27
"Översiktsläsa",Läsa,Landskrona,23,18,15
"Översiktsläsa",Läsa,Linköping,15,3,10
"Översiktsläsa",Läsa,Lund,3,26,25
"Översiktsläsa",Läsa,Nacka,29,11,12
"Översiktsläsa",Läsa,Norrköping,25,3,1
"Översiktsläsa",Läsa,Nyköping,9,18,1
"Översiktsläsa",Läsa,Saltsjöbaden,10,14,1
"Översiktsläsa",Läsa,Spånga,20,16,17
"Översiktsläsa",Läsa,Trelleborg,21,29,5
"Översiktsläsa",Läsa,Tumba,5,20,7
"Översiktsläsa",Läsa,Tyresö,27,13,6
"Översiktsläsa",Läsa,Täby,24,30,15
"Översiktsläsa",Läsa,Uppsala,27,18,6
"Översiktsläsa",Läsa,Uppsala Norra,27,12,5
"Översiktsläsa",Läsa,Varberg,18,23,27
"Analysera uppgiften",Planera ditt lärande,Borlänge,23,26,2
"Analysera uppgiften",Planera ditt lärande,Borås,7,12,26
"Analysera uppgiften",Planera ditt lärande,Enköping,7,27,20
"Analysera uppgiften",Planera ditt lärande,Enskede,6,20,11
"Analysera uppgiften",Planera ditt lärande,Fruängen,1,10,6
"Analysera uppgiften",Planera ditt lärande,Gävle,2,3,15
"Analysera uppgiften",Planera ditt lärande,Helsingborg,10,21,12
"Analysera uppgiften",Planera ditt lärande,Jönköping,27,12,17
"Analysera uppgiften",Planera ditt lärande,Katrineholm,28,11,24
"Analysera uppgiften",Planera ditt lärande,Krokslätt,3,4,6
"Analysera uppgiften",Planera ditt lärande,Landskrona,3,30,18
"Analysera uppgiften",Planera ditt lärande,Linköping,29,6,24
"Analysera uppgiften",Planera ditt lärande,Lund,29,9,12
"Analysera uppgiften",Planera ditt lärande,Nacka,7,25,19
"Analysera uppgiften",Planera ditt lärande,Norrköping,19,24,22
"Analysera uppgiften",Planera ditt lärande,Nyköping,1,23,5
"Analysera uppgiften",Planera ditt lärande,Saltsjöbaden,4,18,10
"Analysera uppgiften",Planera ditt lärande,Spånga,6,8,18
"Analysera uppgiften",Planera ditt lärande,Trelleborg,16,15,24
"Analysera uppgiften",Planera ditt lärande,Tumba,9,16,26
"Analysera uppgiften",Planera ditt lärande,Tyresö,13,6,20
"Analysera uppgiften",Planera ditt lärande,Täby,8,15,6
"Analysera uppgiften",Planera ditt lärande,Uppsala,13,9,15
"Analysera uppgiften",Planera ditt lärande,Uppsala Norra,22,10,8
"Analysera uppgiften",Planera ditt lärande,Varberg,1,4,21
"Baklängesplanering",Planera ditt lärande,Borlänge,29,19,17
"Baklängesplanering",Planera ditt lärande,Borås,14,24,2
"Baklängesplanering",Planera ditt lärande,Enköping,3,9,26
"Baklängesplanering",Planera ditt lärande,Enskede,22,15,3
"Baklängesplanering",Planera ditt lärande,Fruängen,1,14,30
"Baklängesplanering",Planera ditt lärande,Gävle,9,2,27
"Baklängesplanering",Planera ditt lärande,Helsingborg,6,13,11
"Baklängesplanering",Planera ditt lärande,Jönköping,14,25,12
"Baklängesplanering",Planera ditt lärande,Katrineholm,24,23,5
"Baklängesplanering",Planera ditt lärande,Krokslätt,13,5,21
"Baklängesplanering",Planera ditt lärande,Landskrona,29,10,9
"Baklängesplanering",Planera ditt lärande,Linköping,27,4,21
"Baklängesplanering",Planera ditt lärande,Lund,21,3,19
"Baklängesplanering",Planera ditt lärande,Nacka,2,19,6
"Baklängesplanering",Planera ditt lärande,Norrköping,2,17,11
"Baklängesplanering",Planera ditt lärande,Nyköping,1,18,30
"Baklängesplanering",Planera ditt lärande,Saltsjöbaden,4,28,21
"Baklängesplanering",Planera ditt lärande,Spånga,20,27,15
"Baklängesplanering",Planera ditt lärande,Trelleborg,9,21,20
"Baklängesplanering",Planera ditt lärande,Tumba,13,21,22
"Baklängesplanering",Planera ditt lärande,Tyresö,9,29,4
"Baklängesplanering",Planera ditt lärande,Täby,20,13,16
"Baklängesplanering",Planera ditt lärande,Uppsala,22,8,2
"Baklängesplanering",Planera ditt lärande,Uppsala Norra,11,6,26
"Baklängesplanering",Planera ditt lärande,Varberg,1,27,10
